TYPE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude,HOUR,MINUTE,YEAR,MONTH,DAY,Date,TIME_OF_DAY,Month_Name,Coordinates
Break and Enter Residential/Other,13XX NELSON ST,West End,490377.8,5459183.7,49.28533,-123.13231,11,45,2002,12,23,12/23/2002,Evening,December,"49.28532935, -123.1323123"
Break and Enter Residential/Other,19XX ALBERNI ST,West End,490051.2,5460114.0,49.29369,-123.13683,7,45,1999,9,3,09/03/1999,Evening,September,"49.29369248, -123.1368254"
Theft from Vehicle,16XX W BROADWAY AVE,Fairview,489721.1,5456766.8,49.26358,-123.14128,12,0,2001,11,15,11/15/2001,Night,November,"49.26357835, -123.1412798"
Vehicle Collision or Pedestrian Struck (with Injury),FRASER ST / E 51ST AVE,Sunset,493385.0,5452314.0,49.22357,-123.09085,8,41,2006,3,30,03/30/2006,Evening,March,"49.22357493, -123.0908472"
Other Theft,3XX E BROADWAY AVE,Mount Pleasant,492933.9,5456669.4,49.26275,-123.09712,15,25,2001,7,18,07/18/2001,Evening,July,"49.26274759, -123.0971192"
Theft from Vehicle,3XX E 7TH AVE,Mount Pleasant,492844.3,5456875.3,49.26460,-123.09835,18,30,2006,3,31,03/31/2006,Evening,March,"49.26459911, -123.0983548"
Theft of Vehicle,BIRCH ST / W 11TH AVE,Fairview,490265.4,5456548.5,49.26162,-123.13379,0,0,2001,12,3,12/03/2001,Night,December,"49.26162369, -123.1337933"
Theft from Vehicle,1XX ALEXANDER ST,Central Business District,492580.9,5459007.4,49.28377,-123.10201,10,48,2005,10,25,10/25/2005,Evening,October,"49.28377458, -123.1020141"
Theft of Vehicle,8XX W 8TH AVE,Fairview,491092.9,5456843.3,49.26429,-123.12243,10,0,2000,5,15,05/15/2000,Night,May,"49.26428826, -123.1224258"
Theft from Vehicle,4XX CAMPBELL AVE,Strathcona,493836.6,5458681.6,49.28086,-123.08474,0,30,1999,5,12,05/12/1999,Evening,May,"49.28085791, -123.084743"
Break and Enter Residential/Other,27XX VINE ST,Kitsilano,488528.5,5456507.4,49.26122,-123.15766,17,57,2001,2,5,02/05/2001,Evening,February,"49.26122343, -123.1576634"
Break and Enter Residential/Other,16XX E 2ND AVE,Grandview-Woodland,494829.6,5457325.7,49.26867,-123.07107,17,0,2010,12,2,12/02/2010,Night,December,"49.26867028, -123.0710722"
Theft from Vehicle,9XX W 41ST AVE,Oakridge,490757.8,5453456.1,49.23381,-123.12695,10,25,2003,1,11,01/11/2003,Evening,January,"49.2338142, -123.1269541"
Break and Enter Commercial,2XX E 18TH AVE,Riley Park,492706.6,5455779.4,49.25474,-123.10023,1,0,2005,3,21,03/21/2005,Night,March,"49.25473956, -123.1002268"
Theft from Vehicle,5X E 30TH AVE,Riley Park,492397.2,5454509.3,49.24331,-123.10446,14,0,2006,6,19,06/19/2006,Night,June,"49.24331061, -123.1044552"
Theft from Vehicle,25XX DUNDAS ST,Hastings-Sunrise,496190.0,5459110.8,49.28474,-123.05239,15,0,2009,6,29,06/29/2009,Night,June,"49.28473783, -123.0523898"
Mischief,80XX YUKON ST,Marpole,491650.1,5450959.3,49.21137,-123.11464,17,0,2010,8,2,08/02/2010,Night,August,"49.21136795, -123.1146448"
Break and Enter Residential/Other,50XX BOUNDARY RD,Renfrew-Collingwood,498278.8,5454075.5,49.23945,-123.02365,15,0,2007,8,7,08/07/2007,Night,August,"49.23945355, -123.0236453"
Other Theft,30XX W BROADWAY AVE,Kitsilano,487461.8,5456830.0,49.26410,-123.17233,17,53,2001,5,24,05/24/2001,Evening,May,"49.26410461, -123.1723341"
Theft from Vehicle,24XX W 2ND AVE,Kitsilano,488280.2,5457491.8,49.27007,-123.16111,18,30,2005,5,17,05/17/2005,Evening,May,"49.27007374, -123.1611058"
Theft from Vehicle,44XX ANGUS DR,Shaughnessy,489403.2,5454842.3,49.24626,-123.14560,18,30,2002,11,9,11/09/2002,Evening,November,"49.24626168, -123.1455985"
Theft from Vehicle,10XX SEYMOUR ST,Central Business District,491069.4,5458383.8,49.27814,-123.12278,15,59,2010,8,31,08/31/2010,Evening,August,"49.27814453, -123.1227841"
Mischief,17XX WHYTE AVE,Kitsilano,489541.3,5458045.8,49.27508,-123.14378,18,0,2008,12,25,12/25/2008,Night,December,"49.2750802, -123.1437848"
Other Theft,3XX SE MARINE DR,Sunset,492774.3,5450882.6,49.21069,-123.09921,21,45,2011,3,28,03/28/2011,Evening,March,"49.21069203, -123.0992089"
Theft from Vehicle,77XX SPARBROOK CRES,Killarney,497494.3,5451260.5,49.21413,-123.03441,18,0,2011,4,8,04/08/2011,Night,April,"49.2141291, -123.0344052"
Other Theft,10XX DENMAN ST,West End,489889.9,5459598.3,49.28905,-123.13903,18,40,2004,5,30,05/30/2004,Evening,May,"49.28905059, -123.1390313"
Theft from Vehicle,5XX W 27TH AVE,South Cambie,491483.2,5454931.3,49.24709,-123.11702,23,30,2011,11,27,11/27/2011,Evening,November,"49.24709474, -123.1170213"
Theft from Vehicle,11XX W HASTINGS ST,Central Business District,491130.3,5459548.3,49.28862,-123.12197,8,15,2003,10,23,10/23/2003,Afternoon,October,"49.28861991, -123.1219726"
Mischief,BIRCH ST / W BROADWAY AVE,Fairview,490271.1,5456759.3,49.26352,-123.13372,9,20,2002,12,11,12/11/2002,Evening,December,"49.26351961, -123.1337202"
Theft from Vehicle,10XX VENABLES ST,Strathcona,494022.1,5458237.9,49.27687,-123.08219,21,15,2007,11,21,11/21/2007,Afternoon,November,"49.27686796, -123.0821854"
Theft from Vehicle,34XX LYNMOOR PL,Killarney,497887.3,5450793.3,49.20993,-123.02901,18,0,2010,10,15,10/15/2010,Night,October,"49.20992816, -123.0290064"
Vehicle Collision or Pedestrian Struck (with Injury),GRANVILLE ST / W 28TH AVE,Shaughnessy,489871.0,5454866.0,49.24648,-123.13917,17,16,2005,4,28,04/28/2005,Afternoon,April,"49.2464827, -123.1391711"
Theft from Vehicle,1XX WATER ST,Central Business District,492203.3,5459031.7,49.28399,-123.10721,19,30,1999,8,5,08/05/1999,Evening,August,"49.28398765, -123.1072072"
Theft from Vehicle,2XX DRAKE ST,Central Business District,490968.9,5457901.3,49.27380,-123.12415,22,0,2010,10,15,10/15/2010,Night,October,"49.27380262, -123.1241541"
Theft from Vehicle,33XX EUCLID AVE,Renfrew-Collingwood,497414.3,5453820.1,49.23715,-123.03552,0,0,2001,12,2,12/02/2001,Night,December,"49.23715249, -123.0355202"
Other Theft,6XX GRANVILLE ST,Central Business District,491445.9,5458896.4,49.28276,-123.11762,15,33,2004,3,9,03/09/2004,Evening,March,"49.28276102, -123.1176182"
Other Theft,9XX TERMINAL AVE,Strathcona,493906.5,5457452.5,49.26980,-123.08376,7,50,2001,7,27,07/27/2001,Evening,July,"49.26980201, -123.0837633"
Mischief,BARCLAY ST / DENMAN ST,West End,489997.8,5459711.5,49.29007,-123.13755,20,8,2010,6,9,06/09/2010,Day,June,"49.29007061, -123.1375495"
Theft from Vehicle,65XX VIVIAN ST,Killarney,496339.1,5452439.2,49.22473,-123.05028,15,0,2000,10,23,10/23/2000,Night,October,"49.22472574, -123.0502789"
Theft from Vehicle,CAMBIE ST / W 2ND AVE,Fairview,491639.8,5457105.9,49.26666,-123.11491,19,15,2005,1,19,01/19/2005,Afternoon,January,"49.26665749, -123.1149144"
Theft of Vehicle,36XX LOUGHEED HWY,Hastings-Sunrise,498270.0,5456986.0,49.26563,-123.02378,12,0,2002,12,9,12/09/2002,Night,December,"49.26563429, -123.023779"
Theft from Vehicle,32XX E 21ST AVE,Renfrew-Collingwood,497346.7,5455409.0,49.25144,-123.03646,23,43,2000,10,19,10/19/2000,Evening,October,"49.25144491, -123.0364592"
Other Theft,11XX BUTE ST,West End,490346.9,5458842.3,49.28226,-123.13273,13,30,2011,7,10,07/10/2011,Evening,July,"49.28225756, -123.1327288"
Mischief,40XX MILLER ST,Kensington-Cedar Cottage,495011.4,5455124.8,49.24887,-123.06855,18,8,2007,10,19,10/19/2007,Day,October,"49.24887388, -123.0685457"
Break and Enter Commercial,10XX ALBERNI ST,West End,491113.9,5459067.8,49.28430,-123.12219,8,20,2004,2,24,02/24/2004,Evening,February,"49.28429769, -123.122187"
Break and Enter Residential/Other,32XX E 50TH AVE,Killarney,497216.6,5452327.1,49.22372,-123.03823,22,31,2003,12,11,12/11/2003,Evening,December,"49.2237218, -123.0382262"
Theft from Vehicle,85XX CARTIER ST,Marpole,489967.7,5450740.1,49.20937,-123.13774,18,30,2003,10,29,10/29/2003,Evening,October,"49.20937086, -123.1377395"
Theft of Bicycle,1XX W 10TH AVE,Mount Pleasant,492197.3,5456604.3,49.26215,-123.10724,9,6,2011,10,7,10/07/2011,Day,October,"49.26215269, -123.1072424"
Theft of Vehicle,19XX E KENT S AV,Victoria-Fraserview,495151.1,5450502.3,49.20729,-123.06657,18,30,1999,9,30,09/30/1999,Evening,September,"49.20729436, -123.0665706"
Break and Enter Commercial,6XX STAMPS LAND,Fairview,491400.5,5457344.5,49.26880,-123.11821,1,0,2010,9,15,09/15/2010,Night,September,"49.2688006, -123.1182089"
Mischief,8XX CAMBIE ST,Central Business District,491581.4,5458340.9,49.27777,-123.11574,12,0,1999,3,14,03/14/1999,Night,March,"49.2777659, -123.1157443"
Break and Enter Residential/Other,10XX W 11TH AVE,Fairview,490736.1,5456542.8,49.26158,-123.12732,21,0,2003,10,27,10/27/2003,Night,October,"49.2615791, -123.1273237"
Other Theft,64XX VICTORIA DR,Victoria-Fraserview,495211.5,5452622.3,49.22637,-123.06577,17,8,2000,4,10,04/10/2000,Day,April,"49.22636526, -123.0657661"
Mischief,CLARK DR / E 12TH AVE,Mount Pleasant,494355.8,5456321.1,49.25963,-123.07757,19,15,1999,6,16,06/16/1999,Afternoon,June,"49.25962934, -123.0775711"
Theft from Vehicle,19XX ROBSON ST,West End,490031.3,5459990.8,49.29258,-123.13710,1,0,2001,4,15,04/15/2001,Night,April,"49.29258332, -123.137097"
Theft from Vehicle,31XX GRANDVIEW HWY,Renfrew-Collingwood,497261.2,5456155.7,49.25816,-123.03764,17,0,1999,5,1,05/01/1999,Night,May,"49.25816135, -123.0376395"
Theft from Vehicle,1XX COLUMBIA ST,Central Business District,492574.7,5459006.2,49.28376,-123.10210,14,30,2001,2,1,02/01/2001,Evening,February,"49.28376317, -123.1021002"
Break and Enter Commercial,4XX W KENT S AVE,Marpole,491503.6,5450332.5,49.20573,-123.11664,12,0,2005,4,23,04/23/2005,Night,April,"49.20572797, -123.116643"
Other Theft,6XX GRANVILLE ST,Central Business District,491445.9,5458896.4,49.28276,-123.11762,14,22,2009,10,16,10/16/2009,Evening,October,"49.28276102, -123.1176182"
Mischief,15XX W BROADWAY AVE,Fairview,489755.1,5456775.1,49.26365,-123.14081,20,0,2000,3,30,03/30/2000,Night,March,"49.2636534, -123.1408121"
Theft from Vehicle,17XX E 36TH AVE,Kensington-Cedar Cottage,494815.8,5453867.6,49.23756,-123.07122,20,0,2000,6,2,06/02/2000,Night,June,"49.23756373, -123.0712168"
Theft from Vehicle,62XX BALSAM ST,Kerrisdale,488245.7,5453039.0,49.23002,-123.16145,18,0,2009,12,6,12/06/2009,Night,December,"49.23001939, -123.1614495"
Other Theft,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.8,5456155.9,49.25816,-123.03699,15,0,2006,8,5,08/05/2006,Night,August,"49.25816372, -123.0369859"
Other Theft,55XX CAMBIE ST,South Cambie,491528.0,5453572.4,49.23487,-123.11638,20,0,1999,10,14,10/14/1999,Night,October,"49.2348713, -123.1163771"
Break and Enter Residential/Other,37XX FRASER ST,Riley Park,493441.1,5455434.0,49.25164,-123.09013,10,0,2006,5,21,05/21/2006,Night,May,"49.25164075, -123.0901277"
Theft from Vehicle,17XX E 4TH AVE,Grandview-Woodland,494972.5,5457144.8,49.26704,-123.06911,6,0,2002,6,30,06/30/2002,Night,June,"49.26704442, -123.0691056"
Break and Enter Residential/Other,12XX PENDRELL ST,West End,490330.0,5458907.0,49.28284,-123.13296,18,15,2004,2,17,02/17/2004,Afternoon,February,"49.28283964, -123.1329617"
Theft of Vehicle,6XX EXPO BLVD,Central Business District,492080.6,5458435.5,49.27862,-123.10888,12,0,2003,12,1,12/01/2003,Night,December,"49.27862343, -123.1088825"
Break and Enter Residential/Other,20XX TRIUMPH ST,Grandview-Woodland,495425.3,5459025.3,49.28396,-123.06290,22,0,2001,7,14,07/14/2001,Night,July,"49.2839635, -123.0629041"
Other Theft,20XX DUNDAS ST,Grandview-Woodland,495493.9,5459122.9,49.28484,-123.06196,21,33,2000,6,22,06/22/2000,Evening,June,"49.28484149, -123.0619618"
Break and Enter Residential/Other,16XX W 28TH AVE,Shaughnessy,489669.1,5454868.2,49.24650,-123.14195,20,0,1999,4,5,04/05/1999,Night,April,"49.24649929, -123.1419454"
Break and Enter Residential/Other,57XX CAMBIE ST,Oakridge,491522.7,5453378.2,49.23312,-123.11645,16,45,1999,9,26,09/26/1999,Evening,September,"49.2331249, -123.1164451"
Break and Enter Commercial,10XX MAINLAND ST,Central Business District,491323.2,5458184.3,49.27635,-123.11929,15,30,1999,1,24,01/24/1999,Evening,January,"49.27635392, -123.11929"
Theft of Bicycle,7XX HAMILTON ST,Central Business District,491687.0,5458572.8,49.27985,-123.11430,0,0,2009,9,5,09/05/2009,Night,September,"49.27985324, -123.1142967"
Vehicle Collision or Pedestrian Struck (with Injury),COMMERCIAL DR / GRANT ST,Grandview-Woodland,494935.0,5457626.0,49.27137,-123.06963,17,43,2006,9,11,09/11/2006,Evening,September,"49.27137233, -123.0696274"
Theft from Vehicle,7X E BROADWAY AVE,Mount Pleasant,492476.0,5456691.0,49.26294,-123.10341,19,30,2009,6,19,06/19/2009,Evening,June,"49.26293679, -123.1034135"
Theft from Vehicle,5XX RICHARDS ST,Central Business District,491746.5,5458929.8,49.28307,-123.11349,20,0,2011,10,31,10/31/2011,Night,October,"49.28306541, -123.1134853"
Other Theft,64XX VICTORIA DR,Victoria-Fraserview,495211.5,5452622.3,49.22637,-123.06577,13,30,1999,5,6,05/06/1999,Evening,May,"49.22636526, -123.0657661"
Break and Enter Commercial,3XX WATER ST SECOND FLOOR,Central Business District,492018.2,5459082.7,49.28444,-123.10975,13,30,2011,3,6,03/06/2011,Evening,March,"49.28444446, -123.1097536"
Break and Enter Commercial,10XX BROUGHTON ST,West End,490231.1,5459141.8,49.28495,-123.13433,2,35,2006,1,25,01/25/2006,Evening,January,"49.2849503, -123.1343279"
Break and Enter Residential/Other,9XX W 7TH AVE,Fairview,490925.6,5456932.5,49.26509,-123.12473,18,8,2003,7,13,07/13/2003,Day,July,"49.2650879, -123.1247276"
Break and Enter Commercial,8XX BUTE ST,West End,490620.7,5459122.1,49.28478,-123.12897,5,46,2008,5,8,05/08/2008,Evening,May,"49.28477929, -123.1289698"
Mischief,24XX BLENHEIM ST,Kitsilano,487059.9,5456871.8,49.26447,-123.17786,0,1,2002,1,14,01/14/2002,Night,January,"49.26447241, -123.1778602"
Mischief,21XX OXFORD ST,Grandview-Woodland,495554.0,5459215.6,49.28568,-123.06114,14,30,2003,4,28,04/28/2003,Evening,April,"49.28567542, -123.0611357"
Theft from Vehicle,11XX COMMERCIAL DR,Grandview-Woodland,494936.5,5457994.3,49.27468,-123.06961,22,30,2010,4,4,04/04/2010,Evening,April,"49.27468491, -123.0696109"
Theft from Vehicle,46XX FRASER ST,Riley Park,493421.8,5454470.0,49.24297,-123.09038,22,24,2009,9,24,09/24/2009,Evening,September,"49.24296933, -123.0903769"
Theft from Vehicle,34XX TRIUMPH ST,Hastings-Sunrise,497764.1,5459010.2,49.28384,-123.03074,0,0,2008,8,17,08/17/2008,Night,August,"49.28384026, -123.0307446"
Break and Enter Residential/Other,30XX E 56TH AVE,Killarney,496838.2,5451719.5,49.21825,-123.04342,20,0,2007,3,14,03/14/2007,Night,March,"49.21825489, -123.0434174"
Break and Enter Residential/Other,13XX W 52ND AVE,Oakridge,490008.2,5452374.9,49.22408,-123.13722,20,56,2011,2,8,02/08/2011,Evening,February,"49.22407687, -123.1372235"
Theft of Vehicle,16XX E 6TH AVE,Grandview-Woodland,494830.6,5456932.8,49.26514,-123.07105,19,0,1999,3,22,03/22/1999,Night,March,"49.2651359, -123.0710535"
Break and Enter Commercial,3XX POWELL ST,Strathcona,492902.1,5458933.5,49.28311,-123.09760,9,46,2011,2,28,02/28/2011,Evening,February,"49.28311365, -123.097597"
Theft of Vehicle,76XX FRASER ST,Sunset,493366.2,5451415.9,49.21550,-123.09109,2,30,2002,12,25,12/25/2002,Evening,December,"49.21549572, -123.0910905"
Break and Enter Residential/Other,21XX E 41ST AVE,Kensington-Cedar Cottage,495409.4,5453355.5,49.23296,-123.06306,13,0,2000,3,4,03/04/2000,Night,March,"49.23296155, -123.0630569"
Mischief,4XX BEACH CRES,Central Business District,490683.9,5457746.1,49.27240,-123.12807,16,0,2010,2,11,02/11/2010,Night,February,"49.27240256, -123.1280693"
Theft from Vehicle,33XX MARQUETTE CRES,Killarney,497757.6,5450973.0,49.21154,-123.03079,0,0,2002,9,19,09/19/2002,Night,September,"49.21154379, -123.0307886"
Theft from Vehicle,16XX E 6TH AVE,Grandview-Woodland,494830.6,5456932.8,49.26514,-123.07105,1,0,2009,9,6,09/06/2009,Night,September,"49.2651359, -123.0710535"
Mischief,29XX COMMERCIAL DR,Kensington-Cedar Cottage,494921.3,5456210.7,49.25864,-123.06980,16,0,2010,4,8,04/08/2010,Night,April,"49.25864095, -123.0697972"
Break and Enter Residential/Other,26XX MORNINGSTAR CRES,Killarney,496098.6,5450365.8,49.20607,-123.05356,8,0,2008,10,26,10/26/2008,Night,October,"49.20607318, -123.0535616"
Mischief,6XX PRIOR ST,Strathcona,493338.8,5458207.7,49.27659,-123.09158,2,56,2003,8,14,08/14/2003,Evening,August,"49.2765896, -123.0915801"
Mischief,33XX W BROADWAY AVE,Kitsilano,486983.9,5456852.3,49.26430,-123.17890,14,0,2008,6,4,06/04/2008,Night,June,"49.2642953, -123.1789044"
Break and Enter Commercial,13XX RICHARDS ST,Central Business District,490768.5,5457944.3,49.27419,-123.12691,7,11,2003,8,23,08/23/2003,Day,August,"49.27418687, -123.1269103"
Theft from Vehicle,27XX W 20TH AVE,Arbutus Ridge,487807.6,5455768.8,49.25457,-123.16755,15,31,2009,8,15,08/15/2009,Evening,August,"49.25456583, -123.1675489"
Other Theft,7XX DUNSMUIR ST,Central Business District,491485.4,5459050.0,49.28414,-123.11708,17,30,2001,1,8,01/08/2001,Evening,January,"49.28414268, -123.1170787"
Theft from Vehicle,6XX CAMPBELL AVE,Strathcona,493830.9,5458492.6,49.27916,-123.08482,9,30,2000,12,29,12/29/2000,Evening,December,"49.27915749, -123.0848193"
Theft of Bicycle,65XX RUPERT ST,Killarney,496778.6,5452393.5,49.22432,-123.04424,18,52,2001,10,29,10/29/2001,Evening,October,"49.22431703, -123.0442414"
Theft of Vehicle,MAIN ST / TERMINAL AV,Mount Pleasant,492718.3,5457784.6,49.27278,-123.10010,13,0,1999,6,5,06/05/1999,Night,June,"49.2727764, -123.1001034"
Theft from Vehicle,64XX VICTORIA DR,Victoria-Fraserview,495221.0,5452632.7,49.22646,-123.06564,15,0,2003,9,20,09/20/2003,Night,September,"49.22645834, -123.0656364"
Vehicle Collision or Pedestrian Struck (with Injury),W 16TH AVE / WOLFE AVE,Shaughnessy,490409.0,5456046.0,49.25711,-123.13181,19,21,2006,1,18,01/18/2006,Evening,January,"49.2571057, -123.1318073"
Theft from Vehicle,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0,5458513.5,49.27932,-123.11328,19,30,2005,1,18,01/18/2005,Evening,January,"49.27932119, -123.1132773"
Break and Enter Commercial,7XX BURRARD ST,West End,491108.8,5459000.5,49.28369,-123.12226,3,45,1999,3,18,03/18/1999,Evening,March,"49.28369251, -123.1222557"
Theft of Vehicle,6XX E 7TH AVE,Mount Pleasant,493386.4,5456841.7,49.26430,-123.09090,1,0,2001,6,5,06/05/2001,Night,June,"49.26430288, -123.0909034"
Theft from Vehicle,15XX MARINER WALK,Fairview,489855.2,5457482.3,49.27002,-123.13945,23,0,2005,5,23,05/23/2005,Night,May,"49.27001645, -123.1394541"
Theft from Vehicle,11XX ALBERNI ST,West End,490992.4,5459189.5,49.28539,-123.12386,9,30,2002,8,11,08/11/2002,Evening,August,"49.28539089, -123.1238607"
Theft from Vehicle,46XX W 11TH AVE,West Point Grey,484378.5,5456717.9,49.26303,-123.21471,21,0,2001,10,10,10/10/2001,Night,October,"49.26302527, -123.2147097"
Theft from Vehicle,30XX E 28TH AVE,Renfrew-Collingwood,496996.1,5454733.0,49.24536,-123.04127,23,0,2005,10,11,10/11/2005,Night,October,"49.24536279, -123.0412717"
Mischief,10XX SEYMOUR ST,Central Business District,491045.8,5458359.8,49.27793,-123.12311,10,50,2010,3,17,03/17/2010,Evening,March,"49.27792839, -123.1231078"
Theft from Vehicle,10XX KEEFER ST,Strathcona,494058.5,5458493.2,49.27917,-123.08169,6,24,2002,7,10,07/10/2002,Evening,July,"49.27916514, -123.08169"
Mischief,23XX W 1ST AVE,Kitsilano,488461.9,5457576.5,49.27084,-123.15861,10,0,2002,11,10,11/10/2002,Night,November,"49.27083873, -123.1586101"
Theft from Vehicle,SW MARINE DR / W 71ST AVE,Marpole,489638.5,5450487.7,49.20710,-123.14225,19,0,2008,3,4,03/04/2008,Night,March,"49.20709506, -123.1422526"
Theft of Vehicle,2XX E 37TH AVE,Riley Park,492610.0,5453831.7,49.23722,-123.10152,13,0,2002,11,23,11/23/2002,Night,November,"49.23721832, -123.1015181"
Theft from Vehicle,8XX HORNBY ST,Central Business District,491085.9,5458831.0,49.28217,-123.12257,19,45,2000,9,20,09/20/2000,Evening,September,"49.28216705, -123.122567"
Theft from Vehicle,3X E PENDER ST,Central Business District,492458.2,5458636.4,49.28044,-123.10369,12,0,2007,10,2,10/02/2007,Night,October,"49.2804356, -123.1036944"
Theft of Bicycle,9X SMITHE ST,Central Business District,491598.4,5458205.7,49.27655,-123.11551,3,50,2011,9,17,09/17/2011,Evening,September,"49.27655044, -123.1155074"
Theft from Vehicle,45XX ARBUTUS ST,Arbutus Ridge,488844.4,5454711.2,49.24507,-123.15327,11,11,2011,5,8,05/08/2011,Day,May,"49.24507266, -123.1532721"
Theft of Vehicle,15XX W HASTINGS ST,Central Business District,490644.5,5459767.6,49.29059,-123.12866,19,0,2010,5,21,05/21/2010,Night,May,"49.29058557, -123.1286582"
Mischief,45XX FLEMING ST,Kensington-Cedar Cottage,494746.2,5454633.7,49.24445,-123.07218,20,0,2006,3,25,03/25/2006,Night,March,"49.24445474, -123.0721838"
